      loan_id,Age     ,   Gender,    no_of_dependents,Number_of_Existing_Loans   ,Existing_Customer   , Education,    Employment, income, loan_amount,    loan_term, cibil_score     , residential_assets_value    ,LTV_Ratio, loan_status        
1102,33,Male,2,0,No, Non Graduate,Salaried,25000,47305,18,808,580000,78.29, Approved
1103,58,Female,1,1,No,       Graduate,Salaried,49000,96626,48,487,430000,69.77, Rejected
1104,25,Male,3,3,Yes,       Graduate,Salaried,20000,68263,60,870,540000,52.38, Approved
1105,20,Male,3,1,Yes,       Graduate,Student,29000,59261,36,840,170000,68.61, Approved
1106,64,Female,4,3,Yes, Non Graduate,Salaried,0,132717,48,682,250000,95, Approved
1107,50,Male,3,1,Yes,       Graduate,Self-Employed,56000,32758,60,668,238000,53, Approved
1108,52,Female,5,2,No,       Graduate,Salaried,138000,150000,60,781,150000,63.88, Approved
1109,22,Female,4,0,Yes,       Graduate,Self-Employed,41000,132037,72,375,238000,45.7, Rejected
1110,31,Male,4,3,No, Non Graduate,Self-Employed,81000,127731,12,857,222000,90.3, Approved
1111,46,Female,5,0,No,       Graduate,Self-Employed,30000,120348,12,823,200000,91.72, Approved
1112,65,Male,0,0,No,       Graduate,Salaried,0,146888,24,686,215000,58.33, Approved
1113,69,Female,1,3,No,       Graduate,Salaried,0,90632,48,721,213000,70.56, Approved
1114,43,Male,4,0,Yes,       Graduate,Salaried,119000,73531,48,545,148000,95, Rejected
1115,62,Female,1,3,No, Non Graduate,Self-Employed,0,102592,36,523,234000,74.55,Approved
1116,48,Male,2,2,Yes,       Graduate,Salaried,102000,118668,72,607,223000,70.51, Approved
1117,60,Female,4,1,No, Non Graduate,Salaried,34000,144606,60,428,220000,79.42, Rejected
1118,51,Male,0,1,No, Non Graduate,Unemployed,56000,150000,36,666,142000,58.29, Approved
1119,35,Female,3,0,Yes,       Graduate,Unemployed,42000,121523,72,704,220000,53.22, Approved
1120,19,Female,0,3,No, Non Graduate,Unemployed,26000,95740,60,794,220000,95, Approved
1121,70,Female,1,1,Yes,       Graduate,Salaried,177000,150000,72,430,215000,40, Rejected
1122,31,Male,0,3,No, Non Graduate,Self-Employed,57000,95246,72,615,203000,51.11, Approved
1123,70,Male,0,2,No, Non Graduate,Salaried,71000,56762,48,360,221000,82.38, Rejected
1124,25,Male,0,1,No, Non Graduate,Self-Employed,30000,107573,72,458,199000,67.12, Rejected
1125,20,Male,2,1,Yes, Non Graduate,Salaried,48000,63039,48,887,217000,81, Approved
1126,18,Male,4,2,No, Non Graduate,Self-Employed,37000,120914,48,735,204000,93.29, Approved
1127,42,Male,1,3,Yes, Non Graduate,Self-Employed,100000,90081,60,379,242000,40, Rejected
1128,22,Male,4,1,Yes,       Graduate,Salaried,38000,150000,48,544,196000,54.13, Rejected
1129,19,Female,1,0,Yes,       Graduate,Freelancer,12000,51712,60,721,142000,75.02, Approved
1130,21,Male,4,3,No, Non Graduate,Freelancer,38000,97925,72,676,197000,91.91, Approved
1131,62,Male,1,1,No, Non Graduate,Self-Employed,142000,150000,60,342,200000,92.35,Rejected
1132,67,Female,0,1,Yes, Non Graduate,Salaried,0,42917,18,566,227000,71.37, Approved
1133,59,Male,2,1,No, Non Graduate,Salaried,93000,129847,24,355,196000,95,Rejected
1134,25,Male,2,2,No,       Graduate,Self-Employed,45000,150000,60,605,257000,68.07, Approved
1135,28,Female,2,3,No, Non Graduate,Unemployed,70000,150000,48,525,145000,55.43, Rejected
1136,35,Male,5,0,No, Graduate,Salaried,74000,75881,36,403,215000,70.59, Rejected
1137,60,Male,1,1,Yes, Graduate,Salaried,0,150000,12,727,212000,95, Approved
1138,33,Male,1,0,Yes, Graduate,Freelancer,20000,44439,48,529,255000,85.56,Approved
1139,70,Male,4,3,Yes, Graduate,Self-Employed,92000,150000,48,415,202000,95, Rejected
1140,59,Male,1,0,Yes, Graduate,Salaried,30000,78209,60,879,270000,83.93, Approved
1141,40,Male,2,3,Yes, Non Graduate,Salaried,27000,55730,36,649,143000,59.86, Approved
1142,20,Female,0,2,No, Graduate,Salaried,13000,13747,48,395,143000,65.7, Rejected
1143,37,Male,0,3,No, Graduate,Salaried,77000,150000,24,488,148000,69.82, Rejected
1144,48,Male,1,0,Yes, Graduate,Salaried,109000,106779,60,569,147000,61.46, Approved
1145,28,Male,1,1,Yes, Non Graduate,Salaried,65000,108115,18,817,216000,81, Approved
1146,53,Male,1,3,No, Graduate,Salaried,35000,120659,18,706,220000,80.63, Approved
1147,21,Female,2,3,No, Graduate,Salaried,39000,31028,48,553,244000,76.57, Approved
1148,61,Female,5,1,No, Non Graduate,Unemployed,48000,111429,36,464,142000,82.13, Rejected
1149,22,Female,2,2,No, Graduate,Salaried,59000,121212,12,729,285000,73.05, Approved
1150,42,Male,4,2,Yes, Non Graduate,Salaried,80000,150000,24,363,230000,56.95, Rejected
1151,44,Female,2,1,No, Graduate,Salaried,60000,124788,48,565,193000,70.46, Approved
1152,59,Female,1,2,Yes, Graduate,Salaried,72000,141220,24,421,263000,52.83, Rejected
1153,20,Female,0,3,Yes, Non Graduate,Self-Employed,13000,23366,18,512,239000,95,Approved
1154,51,Male,3,2,No,,,91000,144560,72,730,196000,83.13, Approved
1155,63,Female,0,0,No, Graduate,Self-Employed,0,138165,72,627,230000,87.22, Approved
1156,42,Male,0,0,No, Non Graduate,Self-Employed,71000,130561,36,434,249000,53.67, Rejected
1157,64,Male,2,2,No, Graduate,Salaried,112000,84831,48,410,214000,89.19, Rejected
1158,62,Male,3,1,Yes,,,0,136020,36,624,241000,93.39, Approved
1159,40,Female,4,1,Yes, Graduate,Self-Employed,25000,71501,12,656,199000,55.02, Approved
1160,23,Female,2,1,No, Non Graduate,Freelancer,33000,147764,60,758,147000,95, Approved
1161,19,Female,4,2,No, Non Graduate,Salaried,18000,28068,48,336,228000,70.26, Rejected
1162,37,Female,5,2,Yes, Graduate,Freelancer,67000,112683,72,378,147000,40, Rejected
1163,34,Female,1,3,Yes, Graduate,Self-Employed,86000,120649,36,620,241000,83.93, Approved
1164,44,Male,2,2,No, Graduate,Self-Employed,125000,119123,36,593,147000,75.28, Approved
1165,64,Male,0,1,Yes, Non Graduate,Salaried,0,49700,36,710,147000,77.91, Approved
1166,19,Female,1,2,No, Non Graduate,Student,11000,43718,12,753,212000,51.45, Approved
1167,19,Male,1,0,No, Non Graduate,Unemployed,53000,69760,18,454,147000,59.73, Rejected
1168,23,Male,1,1,No, Graduate,Self-Employed,40000,93644,12,619,233000,72.12, Approved
1169,40,Female,2,0,Yes, Graduate,Self-Employed,52000,131857,36,367,208000,54.22, Rejected
1170,32,Female,1,0,No, Graduate,Self-Employed,56000,150000,72,384,144000,78.49, Rejected
1171,50,Female,2,0,No, Graduate,Salaried,140000,139780,12,610,242000,95, Approved
1172,51,Female,0,2,No, Graduate,Salaried,122000,150000,72,802,149000,57.04, Approved
1173,40,Female,3,1,Yes, Graduate,Salaried,95000,91400,48,858,212000,43.03, Approved
1174,45,Female,2,1,No, Graduate,Salaried,91000,150000,24,599,229000,95, Approved
1175,42,Female,4,3,No, Graduate,Freelancer,83000,150000,12,395,284000,91.14, Rejected
1176,40,Male,3,3,No, Graduate,Salaried,24000,105595,48,380,237000,94.48, Rejected
1177,35,Female,1,3,No, Graduate,Unemployed,93000,105960,48,803,142000,54.81, Approved
1178,59,Female,4,3,Yes, Graduate,Salaried,0,87454,48,809,232000,75.74, Approved
1179,62,Female,4,3,No, Non Graduate,Salaried,0,112737,72,722,224000,72.2, Approved
1180,23,Male,5,3,Yes,,,28000,47699,60,392,270000,59.44, Rejected
1181,21,Male,0,3,Yes, Graduate,Salaried,23000,14451,60,545,199000,95,Approved
1182,20,Male,2,3,No, Non Graduate,Self-Employed,31000,101057,36,799,205000,89.14, Approved
1183,30,Female,0,1,Yes, Graduate,Salaried,19000,30261,60,727,213000,40.86, Approved
1184,53,Male,4,0,Yes, Graduate,Self-Employed,152000,73620,12,530,150000,71.11, Rejected
1185,50,Male,2,0,Yes, Non Graduate,Salaried,145000,58056,72,637,144000,51.53, Approved
1186,32,Male,5,1,No, Graduate,Self-Employed,46000,150000,48,561,214000,82.15,Rejected
1187,29,Male,2,3,Yes, Non Graduate,Salaried,62000,62546,36,421,246000,66.13, Rejected
1188,66,Female,3,0,Yes, Graduate,Salaried,188000,150000,12,459,201000,53.01, Rejected
1189,26,Male,3,2,No, Non Graduate,Salaried,21000,35405,72,828,246000,64.74, Approved
1190,24,Female,4,1,Yes, Graduate,Self-Employed,43000,48907,24,679,143000,69.34, Approved
1191,24,Female,2,3,No, Graduate,Salaried,19000,43039,18,455,224000,59.03, Rejected
1192,53,Female,0,0,Yes, Non Graduate,Freelancer,29000,88243,36,879,213000,44.4, Approved
1193,25,Male,3,3,No, Graduate,Unemployed,19000,88749,48,636,193000,73.09, Approved
1194,52,Male,2,1,Yes, Non Graduate,Salaried,61000,150000,48,426,147000,79.57, Rejected
1195,25,Female,4,0,No, Non Graduate,Salaried,32000,62985,72,508,259000,80.5, Rejected
1196,56,Male,3,2,No,,,108000,150000,48,768,226000,79.39, Approved
1197,27,Male,3,1,No, Non Graduate,Freelancer,16000,47121,24,667,209000,80.86, Approved
1198,54,Male,5,1,Yes, Graduate,Salaried,97000,125107,24,440,150000,49.51,Rejected
1199,59,Female,1,3,Yes, Graduate,Unemployed,67000,123966,18,366,211000,68.84, Rejected
1200,32,Female,2,1,No, Non Graduate,Self-Employed,92000,51918,48,383,199000,75.81, Rejected
1201,57,Male,0,3,Yes, Non Graduate,Salaried,103000,150000,24,603,196000,48.44, Approved
1202,50,Male,3,2,Yes, Graduate,Salaried,138000,56804,24,728,220000,81.08, Approved
1203,48,Male,0,3,No, Non Graduate,Self-Employed,93000,150000,12,549,224000,73.39,Approved
1204,59,Female,0,2,No, Graduate,Unemployed,0,150000,48,855,285000,52.28, Approved
1205,28,Male,5,2,No, Graduate,Self-Employed,69000,124778,36,461,210000,95, Rejected
1206,43,Female,3,1,No, Non Graduate,Student,102000,87323,24,379,237000,57.26, Rejected
1207,51,Male,2,2,No, Non Graduate,Self-Employed,128000,62673,36,559,142000,93.73, Approved
1208,32,Female,1,2,No, Non Graduate,Self-Employed,38000,94681,18,816,208000,85.51, Approved
1209,54,Male,4,0,No, Non Graduate,Salaried,68000,139617,12,560,213000,81.44,Rejected
1210,66,Male,0,2,Yes, Graduate,Salaried,0,101706,36,645,223000,45.13, Approved
1211,25,Male,4,2,No, Non Graduate,Self-Employed,53000,91399,48,551,246000,82.86,Rejected
1212,47,Female,0,3,No, Non Graduate,Student,58000,150000,72,515,237000,76.64,Approved
1213,40,Female,4,0,Yes, Graduate,Salaried,67000,142544,24,657,266000,74.14, Approved
1214,37,Female,3,2,No, Non Graduate,Self-Employed,25000,123113,12,682,199000,65.72, Approved
1215,32,Female,0,0,No, Graduate,Salaried,25000,115459,60,588,223000,95, Approved
1216,50,Female,5,0,No, Graduate,Salaried,102000,150000,48,359,262000,80.6, Rejected
1217,29,Male,0,0,No, Graduate,Self-Employed,56000,78992,72,766,228000,51.86, Approved
1218,42,Female,4,3,No, Graduate,Self-Employed,79000,150000,72,469,149000,62.69, Rejected
1219,70,Male,0,2,Yes, Graduate,Salaried,0,83960,60,618,247000,68.95, Approved
1220,22,Male,0,1,No, Non Graduate,Salaried,17000,71072,60,711,198000,75.25, Approved
1221,42,Male,0,2,No, Graduate,Salaried,112000,97578,12,549,146000,51.3, Approved
1222,67,Male,3,1,No, Graduate,Salaried,0,150000,24,754,208000,86.07, Approved
1223,67,Male,4,3,Yes, Non Graduate,Salaried,156000,150000,60,461,219000,40, Rejected
1224,24,Female,2,1,No, Graduate,Salaried,60000,104739,48,837,218000,53.82, Approved
1225,27,Female,0,0,No, Graduate,Freelancer,57000,46365,24,459,215000,88.06, Rejected
1226,25,Female,4,1,No, Graduate,Salaried,49000,113939,60,614,146000,91.04, Approved
1227,58,Male,4,3,No, Non Graduate,Self-Employed,53000,150000,48,373,144000,88.1, Rejected
1228,48,Male,5,3,No, Graduate,Self-Employed,142000,150000,24,512,204000,77.45, Rejected
1229,36,Female,4,2,Yes, Graduate,Self-Employed,67000,87550,12,781,280000,80.82, Approved
1230,40,Male,4,2,Yes, Graduate,Self-Employed,23000,30905,24,305,208000,50.85, Rejected
1231,23,Male,1,0,No, Non Graduate,Self-Employed,59000,131342,36,447,215000,63.58, Rejected
1232,25,Male,4,3,No, Graduate,Freelancer,12000,9734,72,757,209000,70.66, Approved
1233,26,Male,5,0,Yes, Graduate,Self-Employed,54000,150000,36,723,148000,66.13, Approved
1234,45,Male,1,3,Yes, Non Graduate,Self-Employed,46000,150000,18,463,147000,41.06, Rejected
1235,34,Male,2,1,No, Non Graduate,Freelancer,57000,150000,18,699,248000,80.73, Approved
1236,42,Female,4,1,No, Graduate,Student,34000,70465,24,308,206000,59.75,Rejected
1237,19,Male,0,3,No, Graduate,Salaried,10000,18519,24,702,230000,65.96, Approved
1238,69,Male,2,2,No, Non Graduate,Salaried,120000,150000,72,456,215000,95,Rejected
1239,25,Male,3,3,No, Graduate,Unemployed,45000,114904,60,651,258000,72.3, Approved
1240,59,Male,3,3,No, Non Graduate,Salaried,0,108359,36,840,242000,95, Approved
1241,30,Female,4,2,Yes, Graduate,Salaried,54000,108517,48,848,213000,52.16, Approved
1242,43,Female,5,2,No, Graduate,Salaried,76000,66116,24,727,147000,77.93, Approved
1243,42,Male,4,2,No, Graduate,Salaried,43000,142332,72,335,219000,82.24, Rejected
1244,33,Female,5,1,No, Non Graduate,Unemployed,68000,83545,72,304,224000,53.09, Rejected
1245,28,Female,2,2,No, Graduate,Salaried,35000,56443,48,712,226000,84.39, Approved
1246,32,Male,0,1,Yes, Non Graduate,Student,19000,34013,72,737,205000,58.86, Approved
1247,41,Male,1,1,No, Graduate,Unemployed,74000,104571,18,690,255000,95, Approved
1248,25,Male,1,0,No, Graduate,Self-Employed,57000,68288,48,888,269000,88.96, Approved
1249,70,Male,2,0,Yes, Non Graduate,Self-Employed,0,150000,36,839,217000,83.66, Approved
1250,33,Female,5,2,No, Non Graduate,Unemployed,92000,75512,72,333,206000,81.6, Rejected
1251,50,Male,5,2,Yes, Graduate,Salaried,34000,117345,48,862,225000,95, Approved
1252,61,Male,5,1,Yes, Non Graduate,Salaried,118000,150000,72,309,142000,80.63,Rejected
1253,70,Female,5,0,Yes, Non Graduate,Salaried,0,150000,60,823,145000,84.96, Approved
1254,67,Female,0,1,No, Graduate,Salaried,0,123512,18,649,144000,86.04, Approved
1255,20,Male,5,2,No, Non Graduate,Self-Employed,21000,75859,18,726,213000,93.4, Approved
1256,26,Female,4,3,No, Graduate,Salaried,32000,133300,60,712,216000,83.31, Approved
1257,48,Female,0,0,No, Non Graduate,Salaried,125000,119933,72,701,252000,78.69, Approved
1258,55,Female,3,3,Yes, Graduate,Freelancer,32000,23142,18,655,276000,51.77, Approved
1259,61,Female,1,1,Yes, Non Graduate,Self-Employed,147000,150000,36,385,253000,48.34, Rejected
1260,25,Male,2,2,No, Graduate,Self-Employed,66000,148747,48,777,261000,71.16, Approved
1261,64,Male,3,2,No, Graduate,Self-Employed,0,137693,72,696,194000,83.75, Approved
1262,59,Male,3,0,No, Graduate,Self-Employed,121000,150000,24,496,228000,78.5, Rejected
1263,48,Male,2,3,No, Graduate,Salaried,49000,150000,60,659,143000,53.54, Approved
1264,27,Male,3,3,Yes, Non Graduate,Salaried,29000,48701,60,542,150000,52.83, Rejected
1265,31,Female,2,2,Yes, Non Graduate,Self-Employed,64000,67658,12,729,228000,82.68, Approved
1266,70,Male,1,3,No, Graduate,Self-Employed,0,114898,60,744,240000,95, Approved
1267,50,Male,4,2,Yes, Non Graduate,Student,93000,141943,24,749,196000,45.93, Approved
1268,40,Male,0,1,No, Graduate,Self-Employed,39000,150000,48,755,207000,81.44, Approved
1269,69,Male,3,3,Yes, Graduate,Salaried,160000,150000,36,506,220000,84.7, Rejected
1270,46,Female,3,2,No, Graduate,Salaried,116000,150000,60,391,225000,66.95, Rejected
1271,29,Male,1,3,No, Non Graduate,Salaried,25000,42441,48,898,209000,95, Approved
1272,38,Male,5,2,No, Non Graduate,Self-Employed,42000,83125,72,527,146000,95, Rejected
1273,40,Female,5,0,No, Non Graduate,Freelancer,107000,130494,24,470,227000,56.62, Rejected
1274,57,Female,1,0,Yes, Graduate,Self-Employed,75000,56345,48,694,225000,94.34, Approved
1275,35,Male,1,3,Yes, Graduate,Salaried,82000,150000,48,325,196000,54.82, Rejected
1276,18,Male,4,3,No, Non Graduate,Salaried,33000,98911,72,880,228000,61.26, Approved
1277,42,Male,5,2,Yes, Graduate,Salaried,29000,45329,12,459,146000,79.12, Rejected
1278,63,Male,3,2,Yes, Non Graduate,Salaried,46000,121500,18,323,150000,58.92, Rejected
1279,50,Male,4,2,No, Graduate,Salaried,29000,76896,60,739,291000,52.74, Approved
1280,38,Male,0,1,No, Non Graduate,Freelancer,48000,129505,48,724,150000,95, Approved
1281,58,Male,1,3,No, Graduate,Salaried,98000,150000,60,487,240000,77.86, Rejected
1282,57,Male,3,2,No, Graduate,Freelancer,91000,143187,60,439,254000,66.14,Rejected
1283,18,Female,2,3,No, Graduate,Self-Employed,14000,36762,36,655,206000,76.24, Approved
1284,32,Male,3,1,No, Non Graduate,Freelancer,70000,150000,48,443,222000,59.53, Rejected
1285,56,Male,2,0,Yes, Graduate,Self-Employed,57000,121028,72,489,198000,70.88, Rejected
1286,26,Female,4,0,Yes, Non Graduate,Self-Employed,54000,150000,12,427,149000,44.43, Rejected
1287,30,Female,0,3,No, Graduate,Unemployed,61000,150000,24,417,148000,67.09, Rejected
1288,30,Male,5,2,Yes, Non Graduate,Self-Employed,40000,81566,72,842,220000,58.49, Approved
1289,33,Male,3,3,Yes, Non Graduate,Freelancer,36000,28339,48,307,229000,40,Rejected
1290,43,Female,2,1,No, Non Graduate,Self-Employed,119000,107413,12,428,146000,60.91, Rejected
1291,23,Male,4,0,No, Non Graduate,Salaried,22000,84890,36,415,233000,60.95, Rejected
1292,55,Female,3,1,No, Non Graduate,Salaried,122000,150000,48,405,282000,95, Rejected
1293,47,Male,4,0,Yes, Graduate,Salaried,118000,115932,36,683,223000,60.2, Approved
1294,25,Male,1,0,No, Graduate,Self-Employed,44000,74644,72,742,206000,89.58, Approved
1295,26,Male,4,3,No, Non Graduate,Salaried,58000,134245,60,530,197000,89.89, Rejected
1296,57,Male,3,3,Yes, Graduate,Salaried,101000,63202,60,844,200000,61.38, Approved
1297,21,Male,2,2,Yes, Non Graduate,Salaried,53000,150000,48,715,233000,54.15, Approved
1298,26,Male,3,1,Yes, Graduate,Salaried,57000,75315,48,476,150000,51.15, Rejected
1299,28,Male,2,0,Yes, Graduate,Salaried,74000,150000,60,721,227000,44.99, Approved
1300,31,Female,4,1,No, Non Graduate,Self-Employed,88000,120689,36,339,251000,95, Rejected
1301,26,Female,5,1,No, Non Graduate,Unemployed,14000,14758,72,461,221000,76.4, Rejected
1302,45,Female,2,1,Yes, Graduate,Self-Employed,69000,48164,24,556,205000,95, Approved
1303,36,Female,3,3,Yes, Non Graduate,Salaried,71000,87052,60,483,206000,62.08, Rejected
1304,35,Male,2,2,No, Graduate,Salaried,89000,86460,48,406,233000,83.72, Rejected
1305,24,Male,2,2,No, Graduate,Unemployed,19000,15530,60,513,202000,70.97, Rejected
1306,55,Male,0,3,No, Non Graduate,Unemployed,58000,106263,24,574,202000,85.49, Approved
1307,36,Male,0,2,Yes, Graduate,Salaried,43000,141366,12,692,143000,40, Approved
1308,65,Female,5,3,Yes, Graduate,Salaried,0,150000,36,867,219000,48.28, Approved
1309,34,Female,1,2,No, Non Graduate,Self-Employed,101000,150000,60,875,235000,84.81, Approved
1310,45,Female,4,0,No, Graduate,Salaried,29000,20035,36,597,243000,94.51,Rejected
1311,66,Male,2,1,Yes, Graduate,Self-Employed,95000,106908,60,513,143000,95, Rejected
1312,43,Male,3,3,Yes, Graduate,Salaried,110000,143070,18,354,144000,73.82,Rejected
1313,34,Male,2,0,No, Non Graduate,Salaried,49000,150000,18,647,206000,95, Approved
1314,69,Male,1,1,No, Graduate,Salaried,0,150000,24,875,197000,62.26, Approved
1315,31,Male,1,1,No, Graduate,Self-Employed,81000,56176,60,819,226000,95, Approved
1316,25,Female,4,2,No, Non Graduate,Salaried,40000,127239,48,521,256000,95, Rejected
1317,29,Male,0,0,Yes, Graduate,Freelancer,83000,63729,60,761,149000,59.94, Approved
1318,27,Male,0,1,Yes, Graduate,Self-Employed,32000,77235,24,572,230000,40, Approved
1319,62,Male,3,1,No, Graduate,Self-Employed,54000,99281,72,571,214000,95,Rejected
1320,48,Male,4,2,Yes, Graduate,Self-Employed,60000,47379,36,891,220000,53.69, Approved
